행정구역코드,시도,시군구,읍면동,리,합계(㎡),전,답,과수원,목장용지,임야,광천지,염전,대지,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,제방,하천,구거,유지,양어장,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지
4519045028,전라북도,남원시,아영면,구상리,"3,509,083","263,508","577,113","33,232","3,996","2,224,365",0,0,"39,316",0,0,0,0,"1,516","105,636",0,"19,173",0,"118,271","106,815",0,0,0,0,0,0,0,"6,276","9,866"
4519045029,전라북도,남원시,아영면,일대리,"4,717,692","388,743","915,417",0,"108,257","2,903,546",0,0,"63,077","1,141","12,436",0,0,472,"91,370",0,"7,784","50,730","93,141","73,437",0,0,0,0,0,630,0,"3,172","4,338"
4519045030,전라북도,남원시,아영면,의지리,"2,757,900","383,533","814,808",0,"34,678","1,060,520",0,0,"54,755",0,0,0,0,0,"222,930",0,"10,266","59,396","78,140",0,0,0,0,0,0,"1,598",0,"21,349","15,928"
4519045031,전라북도,남원시,아영면,두락리,"2,659,145","636,841","923,108","3,524","16,754","819,874",0,0,"33,934",0,0,150,0,"1,507","104,111",0,"9,848","3,780","102,599",0,0,0,0,0,0,0,0,"2,686",429
4519046021,전라북도,남원시,산내면,중황리,"8,066,895","439,472","618,977",0,"16,889","6,638,255",0,0,"81,907","1,152",0,0,0,"1,341","50,931",0,0,"68,083","79,458","8,959",0,0,0,0,0,"5,759",0,"55,305",407
4519046022,전라북도,남원시,산내면,백일리,"2,680,511","305,827","234,326",0,"11,384","1,807,818",0,0,"81,446","3,859",0,0,0,"1,669","80,144",0,0,"127,187","20,476","1,312",0,0,0,0,0,219,0,704,"4,140"
4519046023,전라북도,남원시,산내면,대정리,"6,029,507","458,845","588,782","3,866","11,956","4,311,642",0,0,"145,275","6,078","25,243",0,0,"3,726","162,831",0,125,"246,764","37,573","2,942",0,0,0,"1,985",0,"5,003",0,"7,822","9,049"
4519046024,전라북도,남원시,산내면,장항리,"4,029,325","392,862","387,232","3,669","5,005","2,795,760",0,0,"90,922","1,629",0,0,0,"2,197","76,119",0,0,"217,779","43,848","1,746",0,0,0,0,0,"1,305",0,"5,445","3,807"
4519046025,전라북도,남원시,산내면,입석리,"6,809,619","462,565","822,666",0,"2,805","5,057,190",0,0,"40,205","2,892",0,982,0,"3,342","61,732",0,0,"237,576","88,198","4,788",0,0,0,0,0,"13,891",0,"8,210","2,578"
4519046026,전라북도,남원시,산내면,내령리,"14,973,110","252,001","290,880",0,0,"13,960,765",0,0,"50,058",0,865,0,0,"2,697","97,405",0,0,"250,958","49,778",0,0,0,0,0,0,0,0,"15,468","2,235"
4519046027,전라북도,남원시,산내면,부운리,"34,168,837","260,994","264,628",0,0,"33,077,863",0,0,"45,920",0,936,885,0,"3,092","82,698",0,0,"351,827","23,269",0,0,0,0,0,0,"1,264",0,"9,160","46,301"
4519046028,전라북도,남원시,산내면,덕동리,"26,741,834","358,905","325,903","13,471",0,"25,115,570",0,0,"63,941","1,493","5,745","1,556",0,"4,173","385,063",0,0,"343,261","120,887",0,0,0,0,0,0,0,0,376,"1,490"
4519047021,전라북도,남원시,인월면,중군리,"7,938,473","270,781","171,115",0,"2,011","7,147,434",0,0,"38,932","4,162",0,0,"2,266",324,"58,354",0,612,"152,281","56,038",0,0,0,0,0,0,"9,603",0,"17,596","6,964"
4519047022,전라북도,남원시,인월면,인월리,"4,516,652","205,363","650,100","3,126",0,"3,017,882",0,0,"127,734","3,957",0,352,"1,461","3,680","126,382",0,"18,018","250,936","80,101",0,0,0,0,"2,691",0,"4,160",0,"9,735","10,973"
4519047023,전라북도,남원시,인월면,서무리,"2,691,940","330,703","794,751","4,739","1,815","994,246",0,0,"119,887","5,958","35,169","3,021",0,"3,983","175,655",0,"8,104","80,313","100,955","8,225",0,0,0,0,0,"2,175",0,"4,448","17,792"
4519047024,전라북도,남원시,인월면,취암리,"1,667,310","283,776","450,293","2,868","7,321","702,328",0,0,"49,310",0,0,0,0,"1,572","48,409",0,"4,637","56,973","31,187","13,868",0,0,0,0,0,0,0,"2,716","12,053"
4519047025,전라북도,남원시,인월면,건지리,"3,358,454","400,650","1,117,176","1,686","10,482","1,417,233",0,0,"62,241",397,0,0,0,"2,688","115,126",0,"3,712","58,645","139,070","16,128",0,0,0,0,0,"1,476",0,"2,004","9,740"
4519047026,전라북도,남원시,인월면,유곡리,"5,564,523","307,418","948,152","10,251","288,751","3,524,157",0,0,"40,127","2,750",0,0,0,898,"131,061",0,"21,685","48,978","142,051","82,822",0,0,0,854,0,0,0,"12,870","1,698"
4519047027,전라북도,남원시,인월면,상우리,"4,347,449","397,066","472,398",0,"15,371","3,071,949",0,0,"42,360","46,928",0,0,0,675,"109,990",0,"24,525","81,144","61,081","7,401",0,583,0,0,0,0,0,"2,030","13,948"
4519047028,전라북도,남원시,인월면,성산리,"4,542,723","431,742","406,411","4,842","9,054","3,445,748",0,0,"39,209","4,234",0,0,0,"2,350","88,023",0,"2,330","16,177","69,548","3,773",997,0,0,0,0,"5,172",0,"11,437","1,676"
4519047029,전라북도,남원시,인월면,자래리,"2,834,025","377,829","895,870","7,885","23,092","1,231,466",0,0,"36,097",0,0,625,0,71,"102,360",0,"1,883","38,823","84,898","13,796",0,0,0,0,0,0,0,"19,330",0
4521010100,전라북도,김제시,요촌동,,"1,452,033","126,707","61,890",0,0,"72,284",0,0,"757,684",989,"92,045","10,929",580,"1,641","265,409",0,0,0,"13,110",459,0,0,"8,619",0,0,"14,933",0,845,"23,909"
4521010200,전라북도,김제시,신풍동,,"1,894,660","224,373","304,336",0,0,"105,659",0,0,"723,139",0,"169,453","1,789",477,"1,588","209,927","65,361","7,583","2,921","37,578",0,0,0,"10,479",0,0,"14,177",0,793,"15,027"
4521010300,전라북도,김제시,용동,,"1,203,478","205,928","578,681",0,0,"105,530",0,0,"90,192",0,0,0,0,"6,154","51,812","42,409","2,800","22,798","94,222",0,0,0,0,0,0,0,0,"2,820",132
4521010400,전라북도,김제시,검산동,,"3,862,957","509,129","1,096,723","5,922",0,"832,205",0,0,"573,094","12,843","19,835","4,882","6,365","7,989","319,454","72,186","4,529","15,628","182,740",135,"5,396","80,551","47,904","17,163",0,"7,468",0,"5,088","35,728"
4521010500,전라북도,김제시,순동,,"3,900,013","1,139,771","903,408",0,"13,603","930,610",0,0,"150,531","222,678","13,152",442,"3,568","28,418","205,369","51,496",17,0,"54,834","45,864",0,0,"10,194",0,0,"3,317",0,"23,952","98,789"
4521010600,전라북도,김제시,백학동,,"3,156,814","474,250","1,668,015",0,"14,564","271,787",0,0,"110,603","39,622","69,228",0,0,"4,235","169,315",0,"29,156","98,172","158,413","32,292",0,0,0,0,0,0,0,"16,001","1,161"
4521010700,전라북도,김제시,서암동,,"1,720,814","375,983","484,787",0,0,"291,005",0,0,"286,045","5,835","59,326","1,054","9,221","8,826","139,002",0,0,0,"24,488","4,226",0,"11,640",0,0,0,"3,645",0,"3,399","12,332"
4521010800,전라북도,김제시,신곡동,,"1,512,240","331,829","789,202","12,821","1,157","167,096",0,0,"77,287",0,0,0,0,0,"43,785",0,0,"19,282","46,469",0,0,0,0,0,0,0,0,"4,302","19,010"
4521010900,전라북도,김제시,교동,,"1,258,699","201,279","443,628",0,0,"118,235",0,0,"244,542",0,0,"3,007","2,265",0,"150,620",0,0,0,"56,390",0,0,285,"4,980",0,0,"7,476",0,"2,215","23,778"
4521011000,전라북도,김제시,옥산동,,"1,077,800","234,222","472,213","3,405",0,"66,796",0,0,"165,090",0,"22,818",198,0,"5,400","55,087",0,0,0,"40,202",559,0,0,0,0,0,"4,240",0,"4,992","2,578"
4521011100,전라북도,김제시,갈공동,,"1,579,615","138,132","998,499",0,0,"125,671",0,0,"53,213","5,206",0,0,0,0,"112,775",0,0,"1,441","136,077",0,0,0,0,0,0,0,0,"5,146","3,455"
4521011200,전라북도,김제시,하동,,"2,778,218","765,248","759,552",0,"1,669","800,615",0,0,"179,351","19,766",526,"2,945","10,842","7,883","106,693",0,0,0,"80,942","1,971","8,357",0,"3,601","12,536",0,"2,336",0,"3,785","9,600"
4521011300,전라북도,김제시,흥사동,,"3,601,650","610,988","497,196","10,350","24,514","1,677,973",0,0,"107,327","260,822","17,063",500,0,"9,700","160,644",0,152,0,"134,234","17,788",597,0,0,"2,078","20,653","6,608",0,907,"41,556"
4521011400,전라북도,김제시,상동동,,"3,312,340","821,952","827,013","7,041","39,403","980,228",0,0,"106,108","31,641",0,0,"1,111","6,981","110,994","74,081",152,0,"81,891","12,443","6,704",0,0,187,"143,005","2,957",0,"20,311","38,137"
4521011500,전라북도,김제시,월성동,,"2,783,199","218,049","1,836,779",0,0,"87,015",0,0,"112,725","60,420","17,962",0,0,"2,768","126,787","37,280",0,"100,949","158,472",0,"4,749",0,0,0,0,"3,098",0,"3,640","12,506"
4521011600,전라북도,김제시,황산동,,"3,283,443","365,022","1,845,797",441,"15,564","562,207",0,0,"121,510",0,0,0,"2,167","1,433","95,734",0,"9,049","26,851","113,545","22,523",0,0,0,0,0,"3,702",0,"11,198","86,700"
4521011700,전라북도,김제시,난봉동,,"3,062,437","248,068","1,927,962",0,0,"355,553",0,0,"65,895","7,689",0,"2,170","1,740",408,"113,531",0,"30,732","94,948","149,003","27,543",0,"2,273",0,0,0,"2,027",0,"8,434","24,461"
4521011800,전라북도,김제시,오정동,,"3,283,329","436,984","1,759,589","10,455","3,303","350,497",0,0,"46,970","222,836",0,0,389,"2,424","100,927",226,0,"143,946","126,294","8,085",0,0,0,0,0,0,0,"1,020","69,385"
4521011900,전라북도,김제시,복죽동,,"4,268,520","252,259","3,136,960",0,0,"148,168",0,0,"135,055",0,0,978,658,"5,697","100,135",0,0,"121,204","286,404","3,021","9,283",0,0,0,0,"1,498",0,"7,135","60,065"
4521012000,전라북도,김제시,입석동,,"2,811,252","682,135","1,019,902","7,852","18,061","506,150",0,0,"146,674","2,894","20,900",0,940,"1,006","137,724",0,460,0,"138,237","19,434",0,0,0,0,0,"2,141",0,"38,471","68,271"
4521012100,전라북도,김제시,장화동,,"2,426,915","380,732","1,204,699",0,"8,950","325,413",0,0,"91,280",0,0,0,941,"6,896","145,349",0,195,0,"214,910","6,829","1,633",0,0,0,0,"1,479",0,"20,925","16,683"
4521012200,전라북도,김제시,신덕동,,"1,531,846","224,640","890,228",0,"5,502","69,131",0,0,"57,694",0,0,0,0,"1,347","70,761",0,0,"51,482","125,577",0,0,0,0,0,0,"2,428",0,"30,355","2,702"
4521012300,전라북도,김제시,월봉동,,"2,677,737","176,883","1,796,104",0,"5,318","108,525",0,0,"89,770","14,078",0,0,0,"1,727","109,054",0,0,"134,867","215,145",0,0,0,0,0,0,0,0,"18,238","8,028"
4521012400,전라북도,김제시,신월동,,"2,257,238","163,728","1,474,104",0,"5,785","132,020",0,0,"60,593",0,0,0,0,0,"93,496",0,"10,130","189,466","119,749",0,0,0,0,0,0,0,0,"7,507",660
4521012500,전라북도,김제시,연정동,,"3,876,551","737,083","1,720,994",0,"25,485","613,206",0,0,"156,422","88,921",0,"1,368","1,700","19,605","191,586",0,136,0,"217,533","8,060",0,0,0,790,"9,131","5,158",0,"14,744","64,629"
4521012600,전라북도,김제시,명덕동,,"2,448,147","320,669","1,230,416",0,"1,552","334,477",0,0,"118,082","56,690",0,0,"2,121","8,537","144,600",0,0,0,"178,319","17,144",0,0,0,0,0,0,0,"17,930","17,611"
4521012700,전라북도,김제시,제월동,,"1,722,019","201,103","940,046",0,"1,702","179,674",0,0,"93,395","1,650",0,0,89,"7,530","80,818","4,294",0,"53,733","115,792",652,707,0,0,0,0,0,0,"29,761","11,073"
4521012800,전라북도,김제시,도장동,,"1,874,064","292,484","910,293",0,"8,789","347,823",0,0,"74,763","1,596",0,0,0,"9,007","81,278",0,0,0,"101,178",0,"8,812",0,0,0,0,69,0,"34,914","3,059"
4521012900,전라북도,김제시,서정동,,"3,023,634","336,650","1,923,612","16,029","1,912","241,644",0,0,"74,048",0,0,0,0,0,"123,372",0,0,0,"236,968","5,447",0,0,0,0,0,0,0,"20,856","43,096"
4521013000,전라북도,김제시,양전동,,"2,591,534","248,065","1,403,904",0,618,"228,923",0,0,"95,430",0,0,0,0,"1,557","107,232","36,045","61,455","207,041","159,524",0,"2,047",0,0,0,0,0,0,"27,554","12,139"
4521025021,전라북도,김제시,만경읍,만경리,"1,524,516","225,032","317,748","17,366",0,"122,370",0,0,"201,670",0,"74,984",0,702,0,"114,536",0,0,56,"36,125","349,194","1,827","5,565",0,0,0,"5,935",0,"40,486","10,921"
4521025022,전라북도,김제시,만경읍,장산리,"5,006,478","511,592","1,304,619","40,951","30,739","1,290,076",0,0,"101,252","12,558",0,0,0,"2,601","224,794",0,"2,648",0,"153,065","1,194,365","8,723",0,0,0,0,101,0,"112,010","16,384"
4521025023,전라북도,김제시,만경읍,대동리,"3,458,436","729,287","811,419",0,"4,444","986,858",0,0,"113,620","186,944",0,0,0,"1,151","319,584",0,0,0,"116,995","119,134",0,0,"11,175",0,0,0,0,"27,345","30,481"
4521025024,전라북도,김제시,만경읍,송상리,"1,658,792","205,932","785,164","29,719",0,"268,883",0,0,"84,075",0,0,0,0,99,"152,355",0,0,0,"123,218",450,0,0,0,0,0,330,0,"8,327",239
4521025025,전라북도,김제시,만경읍,소토리,"3,580,575","306,671","1,706,693",0,"2,048","507,240",0,0,"82,369","5,797",0,0,827,"1,778","140,052",0,"39,379","556,936","196,636",810,0,0,0,0,0,"1,319",0,"30,517","1,503"
4521025026,전라북도,김제시,만경읍,화포리,"6,485,827","300,717","2,892,504","1,479","19,117","211,058",0,0,"151,964",0,13,228,0,522,"162,295",0,"51,827","2,209,578","345,637",0,"1,841",0,0,0,0,"1,748",0,"133,253","2,046"
4521025027,전라북도,김제시,만경읍,몽산리,"2,247,771","275,249","911,490",0,"6,366","259,560",0,0,"176,795","195,567",0,0,0,"4,653","176,688",0,691,403,"89,521",39,"1,760",0,0,0,0,"1,735",0,"119,921","27,333"
4521032021,전라북도,김제시,죽산면,죽산리,"4,258,155","196,765","2,871,980","9,982","38,795","181,750",0,0,"250,696",0,"43,911",0,764,"4,645","230,719",0,632,"123,802","262,733","1,269","7,945","6,182",0,0,0,"4,294",0,"10,268","11,023"
4521032022,전라북도,김제시,죽산면,홍산리,"3,458,961","327,588","2,332,485",0,"2,501","159,976",0,0,"159,679",0,"1,250",0,"1,030","1,472","175,480",0,0,"67,324","160,349",420,0,0,0,0,0,0,0,"67,882","1,524"
4521032023,전라북도,김제시,죽산면,옥성리,"4,075,955","597,543","2,267,559",0,"10,268","489,103",0,0,"189,127","7,176","11,535",0,0,"6,432","222,295",0,0,0,"199,676",426,"12,787",0,0,0,0,"1,349",0,"42,861","17,818"
4521032024,전라북도,김제시,죽산면,종신리,"3,493,668","106,799","2,843,240",0,"1,980","41,665",0,0,"44,658","14,147",0,0,0,"9,046","158,231",0,"1,420","53,327","206,430",102,"2,397",0,0,0,0,0,0,"4,982","5,245"
4521032025,전라북도,김제시,죽산면,대창리,"6,640,639","5,008","2,747,468",0,"2,149","37,153",0,0,"87,496",0,0,0,0,"3,975","126,888",0,"28,373","3,393,921","179,070","5,282","2,764",0,0,0,0,"2,999",0,"14,350","3,743"
4521032026,전라북도,김제시,죽산면,서포리,"6,862,978","17,973","4,655,484",0,"4,013",916,0,0,"148,662",0,0,0,0,"4,686","283,591",0,"41,062","1,260,835","328,533","9,164",0,0,0,0,0,838,0,0,"107,222"
4521032027,전라북도,김제시,죽산면,연포리,"4,535,385","7,070","2,839,212",0,"12,856","22,120",0,0,"113,399","2,988","12,895",0,0,"10,241","165,528",0,"68,461","808,910","352,996",0,"1,181",0,0,0,0,0,0,0,"117,529"
4521032028,전라북도,김제시,죽산면,신흥리,"3,481,127","33,227","2,934,829",0,0,288,0,0,"90,054","9,977",0,0,0,"2,257","133,299",0,0,"81,899","193,189",0,0,0,0,0,0,0,0,0,"2,108"
4521033021,전라북도,김제시,백산면,하정리,"3,937,055","810,387","708,374","10,063","66,476","1,062,465",0,0,"139,122","1,519",0,0,0,999,"140,419",0,"29,549","3,772","148,388","786,288","7,625",0,0,0,0,"1,097",0,"19,021","1,491"
4521033025,전라북도,김제시,백산면,상정리,"4,617,067","1,020,548","1,055,095",0,"366,037","1,506,248",0,0,"123,853","7,982","20,163",0,0,"6,622","193,991",0,0,0,"225,356","2,364","2,321",0,0,0,0,"2,006",0,"13,967","70,514"
4521033026,전라북도,김제시,백산면,상리,"2,925,404","528,328","996,053","13,841","100,997","796,082",0,0,"132,786","3,328",0,403,0,330,"130,536",0,122,0,"101,630","66,672","3,803",0,0,0,0,"2,183",0,"28,103","20,207"
4521033027,전라북도,김제시,백산면,조종리,"4,070,925","1,061,157","800,527",0,"168,965","1,510,262",0,0,"126,030","5,331",0,0,0,"11,584","154,617",0,"1,576",595,"157,838","9,805",0,0,0,0,0,"2,314",0,"7,615","52,709"
4521033028,전라북도,김제시,백산면,수록리,"4,269,766","828,302","1,173,931","48,641","34,360","1,545,425",0,0,"64,527","70,288",0,0,0,"10,315","196,990",0,"1,373",0,"211,967","19,515",0,0,0,0,0,0,0,"19,128","45,004"
4521033029,전라북도,김제시,백산면,부거리,"3,923,571","917,500","1,343,602","38,372","24,846","1,027,898",0,0,"107,192","35,979",0,0,0,0,"151,703",0,89,"16,480","187,973","5,972","5,870",0,0,0,0,"4,011",0,"43,986","12,098"
4521033030,전라북도,김제시,백산면,석교리,"3,373,579","372,901","1,097,252","3,287","38,223","1,153,032",0,0,"132,824","1,944",0,0,0,"1,528","291,233",0,0,"39,494","137,384","46,932",0,0,0,0,0,"1,212",0,"18,786","37,547"
4521033031,전라북도,김제시,백산면,하서리,"2,220,728","309,357","1,224,435",0,"2,324","292,112",0,0,"82,077",0,0,0,0,"1,950","95,537",0,0,"20,900","123,294",0,0,0,0,0,0,660,0,"65,324","2,757"
4521034021,전라북도,김제시,용지면,구암리,"1,712,385","348,473","691,544","3,920","10,723","273,729",0,0,"95,214","2,202","49,981",0,0,"11,658","96,068","12,271",0,0,"66,573","24,829",0,0,0,0,0,"2,560",0,"7,709","14,931"
4521034022,전라북도,김제시,용지면,예촌리,"2,797,228","670,158","1,031,943","52,603","28,823","516,952",0,0,"97,588","20,407",0,"2,945",0,"4,522","105,271",0,493,0,"147,710","42,228","3,758",0,0,0,0,0,0,"27,387","44,440"
4521034023,전라북도,김제시,용지면,송산리,"1,739,621","251,034","800,889","6,534","17,259","343,213",0,0,"40,732","4,565",0,0,0,0,"100,849","9,868",122,0,"84,135","72,157",0,0,0,0,0,0,0,"7,266",999
4521034024,전라북도,김제시,용지면,봉의리,"2,814,232","547,995","892,450","45,310","18,125","869,744",0,0,"62,639",0,0,0,0,483,"123,487","9,460",0,0,"129,272","96,784",0,0,0,0,0,"5,565",0,"11,367","1,551"
4521034025,전라북도,김제시,용지면,와룡리,"3,263,009","403,763","1,320,072",0,"9,175","851,698",0,0,"79,326","54,634",0,0,0,"5,432","136,708","76,969",651,0,"204,370","46,493",0,0,0,0,0,0,0,"1,492","72,226"
4521034026,전라북도,김제시,용지면,효정리,"2,981,223","908,495","741,750","16,528","38,672","896,441",0,0,"72,381","35,876",0,0,0,"1,354","64,009","12,207",13,0,"90,308","47,104",0,0,0,0,0,601,0,"13,817","41,667"
4521034027,전라북도,김제시,용지면,반교리,"1,156,917","224,294","566,073",0,"7,383","174,904",0,0,"70,915",0,0,0,0,0,"64,192",0,713,0,"36,167","6,267",0,0,0,0,0,"1,533",0,0,"4,476"
4521034028,전라북도,김제시,용지면,용암리,"3,102,948","922,059","684,232",0,"122,808","816,745",0,0,"91,120","23,622","11,261",0,0,0,"110,990",0,0,0,"105,500","81,572",0,0,0,0,0,684,0,"30,683","101,672"
4521034029,전라북도,김제시,용지면,부교리,"3,571,407","1,235,485","698,598","25,169","72,565","914,320",0,0,"103,603","93,741",0,0,"34,481","6,068","141,662",0,"4,013",0,"70,954","43,920",0,0,0,"9,972",0,"2,323",0,"3,463","111,070"
4521034030,전라북도,김제시,용지면,신정리,"4,157,658","1,620,615","708,659","75,749","234,454","770,967",0,0,"86,876","48,322","8,264",0,0,"8,044","134,810",0,0,0,"124,071","182,938",0,0,0,0,0,"4,153",0,"26,481","123,255"
4521034031,전라북도,김제시,용지면,용수리,"2,997,051","726,250","631,549","6,711","53,098","997,943",0,0,"132,457","5,523",0,0,0,"2,219","116,766",0,0,0,"84,944","64,731","3,937",0,0,600,0,"8,104",0,"19,506","142,713"
4521034032,전라북도,김제시,용지면,장신리,"4,608,148","1,376,030","1,333,826","26,243","31,963","1,068,752",0,0,"86,549","30,395","11,016",695,"1,305","12,038","172,332",0,36,"165,557","141,265","126,404",0,0,0,0,0,"6,564",0,"5,790","11,388"
4521035021,전라북도,김제시,백구면,월봉리,"2,240,161","510,702","912,440","54,633",0,"115,613",0,0,"189,991","3,660","20,070",206,0,"4,932","129,618","57,835",305,"17,429","73,329","122,368",0,0,0,0,0,"5,523",0,"15,804","5,702"
4521035022,전라북도,김제시,백구면,부용리,"3,391,522","793,047","1,326,693","136,413",0,"538,340",0,0,"137,671","11,383",0,0,0,"2,250","176,225","27,176",367,"29,546","117,049","14,887",0,0,0,0,0,20,0,"77,724","2,731"
4521035023,전라북도,김제시,백구면,유강리,"2,474,375","24,685","1,276,012","15,088",0,0,0,0,"125,744","3,281","6,918",0,"1,495","8,849","110,009","96,478","59,166","557,919","178,133",149,0,0,0,0,0,0,0,0,"10,449"
4521035024,전라북도,김제시,백구면,삼정리,"503,894",542,"92,922",0,0,0,0,0,"10,772",0,0,0,"1,047",0,"10,831",969,"66,556","302,477","6,245","6,952",0,0,0,0,0,0,0,0,"4,581"
4521035025,전라북도,김제시,백구면,백구리,"1,869,765","185,725","835,021","4,997","9,061","102,435",0,0,"87,870","22,580",0,"2,267",0,"25,690","72,403",0,"37,546","312,660","95,202","14,873",0,0,0,0,0,"2,519",0,"29,367","29,549"
4521035026,전라북도,김제시,백구면,반월리,"2,306,346","263,492","656,721","67,016",0,"448,948",0,0,"101,423","75,549",0,0,"7,304","19,587","91,616",0,"70,417","323,705","80,434","30,879",0,0,0,"8,095",0,"2,093",0,"16,196","42,871"
4521035027,전라북도,김제시,백구면,석담리,"2,707,670","284,034","1,608,624","18,654","7,221","290,873",0,0,"71,943","109,428","11,549",0,21,"25,339","107,961",0,36,0,"129,243","23,679",0,0,0,0,0,"1,577",0,"7,683","9,805"
4521035028,전라북도,김제시,백구면,학동리,"2,279,275","484,784","703,058","24,920","40,196","602,779",0,0,"92,387","50,685",0,0,23,"12,988","134,111",0,0,0,"96,466","19,290","1,239",0,0,0,0,964,0,"2,590","12,795"
4521035029,전라북도,김제시,백구면,마산리,"2,343,876","36,766","1,058,206",0,109,"8,743",0,0,"65,336","1,677",0,0,0,"5,930","54,790",0,"79,082","896,033","75,541","39,245",0,0,0,0,0,"2,204",0,390,"19,824"
4521035030,전라북도,김제시,백구면,영상리,"1,824,374","413,736","432,225","5,734",0,"335,174",0,0,"227,346","38,323","23,898",593,0,"20,517","132,638",0,0,"70,861","46,488","15,021",0,0,0,0,0,"7,414",0,"48,438","5,968"
4521036021,전라북도,김제시,부량면,대평리,"3,280,462","22,053","2,870,508",0,525,138,0,0,"86,648","7,109","19,897",0,"1,202","4,809","117,049",0,0,0,"142,094",0,0,284,0,0,0,76,0,"6,609","1,461"
4521036022,전라북도,김제시,부량면,월승리,"2,564,580","186,165","1,965,879",0,"2,660","55,552",0,0,"55,179",0,221,0,0,"1,858","78,885",0,"5,226",0,"182,895",0,0,0,0,0,0,0,0,"28,256","1,804"
4521036023,전라북도,김제시,부량면,신두리,"3,293,783","194,614","2,565,111",0,394,"90,531",0,0,"110,904",0,0,0,0,"1,467","108,742",0,0,"11,381","187,146",0,0,0,0,0,0,0,0,"20,052","3,441"
4521036024,전라북도,김제시,부량면,신용리,"1,886,973","8,286","1,484,377",0,"2,500",0,0,0,"109,125",0,0,"17,174",0,"3,172","68,675",0,"13,615",460,"168,368",0,0,0,0,0,0,"2,803",0,0,"8,418"
4521036025,전라북도,김제시,부량면,용성리,"2,964,924","38,557","2,332,823",0,"10,943","9,921",0,0,"107,454",0,0,"31,579",635,"5,562","80,304",0,0,"127,233","211,691",0,"2,906",325,0,0,0,0,0,"1,768","3,223"
4521036026,전라북도,김제시,부량면,금강리,"2,074,118","8,293","1,839,050",0,"1,663",0,0,0,"56,243",165,0,0,0,"5,127","46,130",0,0,0,"114,661","1,035",0,0,0,0,0,0,0,0,"1,750"
4521036027,전라북도,김제시,부량면,옥정리,"4,036,308","15,543","2,935,238",0,"14,796",278,0,0,"94,705","5,375",0,0,0,"7,530","208,948",0,"70,065","450,643","222,298","2,879",0,0,0,0,0,0,0,0,"8,010"
4521038021,전라북도,김제시,공덕면,마현리,"2,414,602","427,864","1,216,566",0,"2,409","318,575",0,0,"107,307","30,828","17,584",0,0,"5,594","120,768",0,0,"5,065","107,368","3,692",0,0,0,0,0,0,0,"35,006","15,975"
4521038022,전라북도,김제시,공덕면,황산리,"4,509,812","713,382","2,114,588",0,"32,632","870,251",0,0,"156,790","17,812",0,0,"2,248","2,693","234,835",0,50,"28,420","243,915",0,0,0,0,0,0,0,0,"58,434","33,762"
4521038023,전라북도,김제시,공덕면,공덕리,"6,438,966","1,070,013","1,585,740","13,641","368,300","2,466,890",0,0,"136,649","7,124","201,731","1,397","1,996","10,024","202,640",0,172,0,"189,009","91,437",0,0,0,0,0,930,0,"47,356","43,917"
4521038024,전라북도,김제시,공덕면,동계리,"5,412,738","260,309","3,303,393","8,198","6,795","207,633",0,0,"114,577","9,030","17,085",0,0,"6,277","173,731",0,"79,109","896,395","296,888","11,276",0,0,0,0,0,"2,915",0,"15,758","3,369"
4521038025,전라북도,김제시,공덕면,저산리,"4,490,638","149,902","1,881,162",0,"4,759","135,198",0,0,"83,412",0,0,0,0,745,"104,058",0,"98,674","1,853,163","153,617","2,074","3,452",0,0,0,0,"2,991",0,"11,751","5,681"
4521038026,전라북도,김제시,공덕면,제말리,"2,589,543","436,255","912,570","12,596","4,048","802,058",0,0,"81,152","6,438",0,0,0,"8,585","145,179",0,177,0,"141,797","2,315",0,0,0,0,0,0,0,"25,580","10,793"
4521038027,전라북도,김제시,공덕면,회룡리,"3,352,952","381,991","1,951,558",0,"25,412","450,393",0,0,"138,291",0,0,0,0,"15,937","171,607",0,0,175,"148,893","4,875",992,0,0,0,0,"1,706",0,"37,732","23,390"
4521039021,전라북도,김제시,청하면,동지산리,"5,509,734","371,155","2,858,151",0,"17,132","115,778",0,0,"223,365","15,153",804,0,631,"3,702","273,673",0,"68,195","1,144,550","279,453","17,399","1,012",0,0,0,0,"6,707",0,"65,487","47,387"
4521039022,전라북도,김제시,청하면,장산리,"4,390,816","430,764","2,019,680","20,225","15,357","467,535",0,0,"131,080",0,0,189,880,"2,315","316,501",0,"7,813","620,839","235,471",350,0,0,0,0,0,0,0,"106,318","15,498"
4521039023,전라북도,김제시,청하면,대청리,"2,564,685","269,875","1,585,842","6,995","13,173","240,964",0,0,"85,541","1,200","21,843","2,322",0,"1,640","87,707",0,233,0,"175,152","49,342","2,991",0,0,0,0,"1,520",0,"16,307","2,038"
4521039024,전라북도,김제시,청하면,관상리,"4,635,105","855,071","1,467,445","28,447","26,230","1,514,266",0,0,"131,483","2,496","15,175",0,0,"5,166","248,095",0,23,0,"135,848","174,701","5,117",0,0,0,0,0,0,"23,170","2,371"
4521039025,전라북도,김제시,청하면,월현리,"2,671,374","438,867","1,244,555",0,"39,104","558,469",0,0,"106,473","16,464",0,0,0,"3,212","145,054",0,0,0,"96,687","2,942",441,0,0,0,0,0,0,"18,301",804
