처리시설명,시도,시군구,읍면동,리,측정일자,발생 유량(㎥/일),방류 유량(㎥/일),발생 수질 농도_BOD(mg/L),발생 수질 농도_COD(mg/L),발생 수질 농도_TN(mg/L),발생 수질 농도_TP(mg/L),방류 수질 농도_BOD(mg/L),방류 수질 농도_COD(mg/L),방류 수질 농도_TN(mg/L),방류 수질 농도_TP(mg/L),연계처리시설명,이송방법,처리유형,배출허용기준적용지역,가동여부
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-17,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-18,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-19,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-20,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-21,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-22,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-23,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-24,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-25,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-26,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-27,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-28,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-29,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-11-30,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-01,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-02,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-03,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-04,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-05,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-06,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-07,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-08,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-09,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-10,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-11,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-12,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-13,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-14,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-15,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-16,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-17,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-18,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-19,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-20,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-21,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-22,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-23,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-24,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-25,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-26,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-27,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-28,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-29,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-30,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
중동매립장,경상북도,상주시,중동면,죽암리,2012-12-31,0,0,11.4,29.4,50.1,0.539,11.4,29.4,50.1,0.539,상주하수종말처리장,직접이송,처리후종말,청정지역,가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-01-01,1,1,,,,,,,,,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-02-07,1,1,,,,,22.8,246.7,186.2,1.132,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-03-01,2,2,,,,,,,,,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-04-01,3,3,,,,,,,,,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-05-10,3,3,,,,,12,240,179.3,1.072,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-06-27,3,3,31,330.3,529.5,2.674,,,,,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-07-01,3,3,,,,,,,,,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-08-10,3,3,,,,,23.9,257.3,160.3,1.304,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-09-01,3,3,,,,,,,,,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-10-01,1,1,,,,,,,,,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-11-20,1,1,25.4,233.6,447.1,1.004,29.4,295,110.6,0.892,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시(불정)위생매립장,경상북도,문경시,불정동,,2012-12-01,1,1,,,,,,,,,점촌하수종말처리장,관거이송,처리후종말,청정지역,비가동
문경시공평매립장,경상북도,문경시,공평동,,2012-01-30,10,10,,,,,6.2,75.1,50.5,0.082,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-02-29,14,14,,,,,5.8,74.1,54.7,0.069,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-03-21,19,19,,,,,6.4,72,53.6,0.084,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-04-18,26,26,,,,,5.4,80.1,50.3,0.099,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-05-16,35,35,,,,,4.8,73.1,53.5,0.112,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-06-07,37,37,340.3,1381.4,45,19.568,2.1,53,49.8,0.132,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-07-26,37,37,,,,,4.2,78.1,42.7,0.73,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-08-10,34,34,,,,,2.9,71.2,59.8,0.682,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-09-12,34,34,,,,,2.4,39,31.7,0.237,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-10-17,34,34,,,,,2.8,46,42.7,0.219,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-11-14,10,10,580.1,1673.3,36.8,35.784,2.5,54,47.8,0.306,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
문경시공평매립장,경상북도,문경시,공평동,,2012-12-17,3,3,,,,,2.1,39.4,38.9,0.194,점촌하수종말처리장,관거이송,처리후종말,청정지역,가동
영대매립장,경상북도,경산시,삼풍동,,2012-01-02,3,3,43.3,228.2,81.8,5.564,43.3,228.2,81.8,5.564,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-02-03,3,3,43.3,228.2,81.8,5.564,43.3,228.2,81.8,5.564,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-03-04,3,3,43.3,228.2,81.8,5.564,43.3,228.2,81.8,5.564,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-04-05,6,6,41.3,212,143.5,5.728,41.3,212,143.5,5.728,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-05-05,6,6,41.3,212,143.5,5.728,41.3,212,143.5,5.728,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-06-05,6,6,41.3,212,143.5,5.728,41.3,212,143.5,5.728,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-07-06,14,14,38.2,172,143.4,5.687,38.2,172,143.4,5.687,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-08-05,14,14,38.2,172,143.4,5.687,38.2,172,143.4,5.687,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-09-05,14,14,38.2,172,143.4,5.687,38.2,172,143.4,5.687,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-10-03,6,6,40.3,164,143.7,5.756,40.3,164,143.7,5.756,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-11-03,6,6,40.3,164,143.7,5.756,40.3,164,143.7,5.756,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
영대매립장,경상북도,경산시,삼풍동,,2012-12-02,6,6,40.3,164,143.7,5.756,40.3,164,143.7,5.756,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,비가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-01,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-02,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-03,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-04,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-05,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-06,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-07,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-08,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-09,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-10,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-11,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-12,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-13,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-14,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-15,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-16,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-17,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-18,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-19,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-20,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-21,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-22,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-23,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-24,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-25,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-26,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-27,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-28,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-29,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-30,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-01-31,5,5,112.2,134.3,103.1,2.725,112.2,134.3,103.1,2.725,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-01,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-02,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-03,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-04,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-05,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-06,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-07,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-08,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-09,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-10,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-11,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-12,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-13,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-14,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-15,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-16,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-17,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-18,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-19,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-20,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-21,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-22,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-23,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-24,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-25,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-26,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-27,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-28,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-02-29,6,6,146.4,42.5,104.3,0.872,146.4,42.5,104.3,0.872,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-03-01,10,10,12.8,24.3,48.7,0.346,12.8,24.3,48.7,0.346,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
하양매립장,경상북도,경산시,하양읍,사기리,2012-03-02,10,10,12.8,24.3,48.7,0.346,12.8,24.3,48.7,0.346,남천산업단지폐수종말처리장,관거이송,무처리종말,나지역,가동
